"ID1","COUNTY/CNTY_CD","ROUTE_NAME","LOCATION","VENDOR_ID/CVG_VLM_ID","YEAR","FAADT","AADT","MONTH","FAWDT","AWDT","TYPE","LinkID_Tag","Updated LinkID","ID","Daily_Counts","Screenline","Cutline"
1151,"31","SR 1954","W OF NC 147","3100451",2017,9943,9900,0,10120,10000,"GF","9410",9410,9410,10000,,
1150,"31","SR 2028","W OF SR 1973","3100952",2017,24798,25000,0,25240,25000,"CB","9407",9407,9407,25000,,
1149,"31","SR 2028 (ALEXANDER DR)","S OF SR 1121","3100565",2017,12265,12000,0,12483,12000,"CB","9403",9403,9403,12000,,
1148,"31","BRIGGS AVE","S OF NC 147","3100564",2017,12540,13000,0,12763,13000,"CB","9390",9390,9390,13000,,
1147,"31","SR 1945","N OF SR 1171","3100456",2017,5593,5600,0,6338,6300,"CB","9379",9379,9379,6300,,
1146,"31","SR 1945","N OF RUSTICH DR","3100472",2017,4661,4700,0,5282,5300,"CB","9375",9375,9375,5300,,
1145,"31","SR 1945 (S ALSTON AVE)","N OF SR 1121 CORNWALLIS RD","3100467",2017,4939,4900,0,5597,5600,"CB","9371",9371,9371,5600,,
1144,"31","SR 1121 (CORNWALLIS RD)","W OF NC 55","3100465",2017,9784,9800,0,11087,11000,"CB","9366",9366,9366,11000,,
1143,"31","SR 1121 (CORNWALLIS RD)","E OF NC 55","3100466",2017,13189,13000,0,14945,15000,"CB","9365",9365,9365,15000,,
1142,"31","NC 55","S OF SR 1121","3109433",2017,23199,23000,0,26288,26000,"CB","9364",9364,9364,26000,,
1141,"31","NC 55","N OF RIDDLE","3100459",2017,22900,23000,0,25949,26000,"GF","9361",9361,9361,26000,,
1140,"31","SR 1945 (ALSTON AVE)","E OF NC 55","3100082",2017,4953,5000,0,5612,5600,"CB","9356",9356,9356,5600,,
1139,"31","NC 55","N OF LAWSON ST","3100080",2017,31247,31000,0,35407,35000,"GF","9354",9354,9354,35000,,
1138,"31","NC 55 (APEX HWY)","S OF MAIN ST","3100033",2017,17556,18000,0,19893,20000,"GF","9350",9350,9350,20000,,
1137,"31","NC 55 (ANGIER AVE)","S OF SR 1926","3100035",2017,19766,20000,0,22398,22000,"GF","9349",9349,9349,22000,,
1136,"31","SR 1926 (ANGIER AVE)","E OF NC 55","3100034",2017,4517,4500,0,4597,4600,"CB","9348",9348,9348,4600,,
1135,"31","SR 1670","E OF MILAN ST","3100374",2017,4983,5000,0,5072,5100,"GF","9337",9337,9337,5100,,
1134,"31","SR 1709","S OF SR 1669","3100344",2017,5285,5300,0,5379,5400,"GF","9330",9330,9330,5400,,
1133,"31","SR 1636","N OF SR 1677","3100682",2017,1017,1000,0,1035,1000,"GF","34688",9326,9326,1000,,
1132,"31","SR 1670","N OF SR 1819","3100381",2017,2117,2100,0,2155,2200,"GF","9323",9323,9323,2200,,
1131,"DURHAM","SR-1671","W OF SR 1672","17-14929",,,,,,8800,,,9316,9316,8800,3,
1130,"31","SR 1669","N OF SR 1671","3100368",2017,7493,7500,0,8491,8500,"CB","9314",9314,9314,8500,,
1129,"DURHAM","SR-1671","W OF SR 1827","17-14927",,,,,,2400,,,9312,9312,2400,3,
1127,"31","SR 1671","E OF NC 55","3100021",2017,1722,1700,0,1951,2000,"GF","9306",9306,9306,2000,,
1126,"31","SR 1670 (GEER ST)","W OF NC 55","3100028",2017,5389,5400,0,6107,6100,"CB","9299",9299,9299,6100,,
1125,"31","SR 1670","E OF NC 55","3109420",2017,6585,6600,0,7462,7500,"GF","9298",9298,9298,7500,,
1124,"31","SR 1670","W OF FAY ST","3100051",2017,9357,9400,0,10603,11000,"CB","9295",9295,9295,11000,,
1123,"31","SR 1800","E OF SR 1675","3100394",2017,8639,8600,0,8793,8800,"CB","9292",9292,9292,8800,,
1122,"31","SR 1800","E OF SR 1822","3100590",2017,4767,4800,0,4852,4900,"CB","9288",9288,9288,4900,,
1121,"31","SR 1815","W of SR 1849","3100589",2017,4831,4800,0,4917,4900,"CB","9284",9284,9284,4900,,
1120,"31","SR 1818","N OF SR 1800","3100591",2017,4425,4400,0,4504,4500,"CB","9278",9278,9278,4500,,
1119,"31","SR 1670","S OF COOKSBURY RD","3100594",2017,5574,5600,0,5673,5700,"CB","9273",9273,9273,5700,,
1118,"31","SR 1632 (RED MILL RD)","N OF SR 1670","3100595",2017,5686,5700,0,5787,5800,"CB","9272",9272,9272,5800,,
1117,"31","SR 1636","W OF SR 1632 RED MILL RD","3100607",2017,1110,1100,0,1130,1100,"GF","9268",9268,9268,1100,,
1116,"31","SR 1632","N OF SR 1634","3109412",2017,8800,8800,0,8957,9000,"CB","9266",9266,9266,9000,,
1115,"31","SR 1634","W OF SR 1632 RED MILL RD","3100608",2017,989,990,0,1007,1000,"CB","9265",9265,9265,1000,,
1114,"31","SR 1632 (RED MILL RD)","S OF SR 1633","3100680",2017,9796,9800,0,9970,10000,"CB","9264",9264,9264,10000,,
1113,"31","SR 1004","S OF SR 1615","3100674",2017,6514,6500,0,6630,6600,"CB","9259",9259,9259,6600,,
1112,"31","SR 1615","N OF SR 1628","3100672",2017,3715,3700,0,3781,3800,"CB","9257",9257,9257,3800,,
1111,"DURHAM","SR-1004","East of Lake Michie Dam Rd","17-14912",,,,,,5000,,,9254,9254,5000,,
1110,"31","SR 1622","N OF SR 1004","3101514",2017,550,550,0,560,560,"GF","9250",9250,9250,560,,
1109,"31","SR 1004","E OF SR 1622","3100615",2017,3624,3600,0,3689,3700,"CB","9249",9249,9249,3700,,
1108,"31","SR 1800","N OF SR 1812","3100586",2017,2278,2300,0,2319,2300,"CB","9205",9205,9205,2300,,
1107,"31","SR 1811","E OF SR 2084","3100432",2017,10761,11000,0,10953,11000,"CB","9202",9202,9202,11000,,
1106,"31","SR 1959","N OF SR 1926","3100442",2017,34913,35000,0,35535,36000,"CB","9199",9199,9199,36000,,
1105,"31","SR 2028 (ALEXANDER DR)","W OF SR 1959","3100707",2017,30043,30000,0,30578,31000,"CB","9197",9197,9197,31000,,
1104,"31","SR 1959","S OF SR 2028","3100708",2017,23231,23000,0,23645,24000,"CB","9194",9194,9194,24000,,
1102,"31","SR 1926","E OF SR 1959","3100443",2017,7081,7100,0,7207,7200,"CB","9191",9191,9191,7200,,
1101,"DURHAM","SR-1839","E OF SHADY GROVE RD","17-03548",,,,,,7200,,,9186,9186,7200,,
1100,"31","SR 1906","E OF SR 1901","3103421",2017,2699,2700,0,2747,2700,"CB","9181",9181,9181,2700,,
1099,"DURHAM","SR-1901","Between Olive Branch Rd and Shady Grove Rd","17-14979",,,,,,4900,,,9175,9175,4900,10,
1098,"91","NC 98","W OF SR 1917","9102456",2017,17783,18000,0,18100,18000,"CB","9162",9162,9162,18000,,
1097,"91","SR 1831","S OF NC 98","9104581",2017,4370,4400,0,4448,4400,"GF","9156",9156,9156,4400,,
1096,"DURHAM","NC-98","Between Southview Rd and Coley Rd","17-14978",,,,,,13000,,,9151,9151,13000,10,
1095,"31","SR 1811","S OF NC 98","3100575",2017,10078,10000,0,10258,10000,"CB","9147",9147,9147,10000,,
1094,"31","US 70 BUS/NC 98 (HOLLOWAY","E OF NC 55","3100032",2017,10441,10000,0,11831,12000,"CB","9135",9135,9135,12000,,
1093,"31","US 70 BUS/NC 98 (HOLLOWAY","W OF NC 55","3100030",2017,6991,7000,0,7922,7900,"CB","9133",9133,9133,7900,,
1092,"31","NC 55","S OF US 70 BUS/NC 98","3100031",2017,15407,15000,0,17458,17000,"CB","9132",9132,9132,17000,,
1091,"31","US 70 BUS","E OF US 15 BUS","3109429",2017,6412,6400,0,7266,7300,"CB","9126",9126,9126,7300,,
1090,"31","SR 1127 (CHAPEL HILL ST)","E OF MAIN ST","3100007",2017,4545,4500,0,4626,4600,"CB","9123",9123,9123,4600,,
1089,"31","US 70 BUS/NC 98","N OF CHAPEL HILL ST","3109426",2017,6000,6000,0,6799,6800,"CB","9120",9120,9120,6800,,
1088,"DURHAM",,"Buchanon Blvd. between Urban St. and Dacian St.","17-14848",,,,,,24000,,,9118,9118,24000,,
1087,"31","SR 1327 (GREGSON ST)","S OF CLUB BLVD","3100192",2017,10189,10000,0,11546,12000,"CB","9113",9113,9113,12000,,
1086,"31","US 70 BUS","W OF SR 1327","3109421",2017,3810,3800,0,3878,3900,"CB","9107",9107,9107,3900,,
1085,"31","SR 1327","N OF MAIN ST","3109422",2017,9730,9700,0,11025,11000,"CB","9106",9106,9106,11000,,
1084,"31","SR 1327 (GREGSON ST)","S OF US 70 BUS MAIN ST","3100175",2017,10111,10000,0,11457,11000,"CB","9105",9105,9105,11000,,
1083,"31","SR 1361 (GREGSON VICKERS","S OF SR 1127","3100129",2017,8422,8400,0,9543,9500,"CB","9104",9104,9104,9500,,
1082,"31","SR 1127 (CHAPEL HILL RD)","E OF NC 147","3100118",2017,14973,15000,0,16967,17000,"CB","9103",9103,9103,17000,,
1081,"31","SR 1183","W OF SR 1158","3100231",2017,9140,9100,0,10357,10000,"CB","9096",9096,9096,10000,,
1080,"31","UNIVERSITY DR","W OF SR 2220","3100484",2017,13374,13000,0,13612,14000,"CB","9093",9093,9093,14000,,
1079,"31","SR 2220 (UNIVERSITY DR)","W OF NC 751","3100483",2017,15071,15000,0,15339,15000,"CB","9091",9091,9091,15000,,
1078,"31","SR 1116","S OF SR 2220","3100503",2017,19612,20000,0,19961,20000,"CB","9088",9088,9088,20000,,
1077,"31","SR 1116","N of SR 2220","3100242",2017,11058,11000,0,11255,11000,"CB","9087",9087,9087,11000,,
1076,"31","SR 2220","E OF SR 1116","3109432",2017,25000,25000,0,25445,25000,"CB","9086",9086,9086,25000,,
1075,"31","SR 2220","E OF SR 1110","3100494",2017,16346,16000,0,16637,17000,"GF","9083",9083,9083,17000,,
1073,"DURHAM","SR-1206","N OF I-40","18-10029",,,,,,68000,,,9071,9071,34000,,
1072,"31","US 15-501 BUS","E OF SR 1127","3100222",2017,13021,13000,0,14755,15000,"CB","9061",9061,9061,15000,,
1071,"31","SR 1183","S OF US 15-501 BUS","3100104",2017,6597,6600,0,7475,7500,"CB","9059",9059,9059,7500,,
1070,"31","US 15-501 BUS","W OF SR 1183","3100230",2017,11238,11000,0,12734,13000,"CB","9058",9058,9058,13000,,
1069,"31","US 15-501 BUS","W OF CEDAR ST","3100132",2017,15744,16000,0,17840,18000,"CB","9056",9056,9056,18000,,
1068,"31","US 15-501 BUS","N OF UNIVERSITY DR","3100124",2017,16468,16000,0,18661,19000,"CB","9055",9055,9055,19000,,
1067,"31","US 15-501 BUS (N MANGUM S","N OF CHAPEL HILL ST","3100010",2017,8968,9000,0,10162,10000,"CB","9048",9048,9048,10000,,
1066,"31","US 501 BUS","S OF SR 1004 OLD OXFORD RD","3100357",2017,28197,28000,0,31951,32000,"CB","9041",9041,9041,32000,,
1065,"31","US 501 BUS","N OF SR 1669 CLUB BLVD","3100358",2017,28865,29000,0,32708,33000,"CB","9038",9038,9038,33000,,
1064,"31","US 501 BUS","S OF SR 1669","3100360",2017,32209,32000,0,36497,36000,"CB","9034",9034,9034,36000,,
1063,"31","US 15-501 BUS","N OF SR 1670","3100016",2017,8690,8700,0,9847,9800,"CB","9027",9027,9027,9800,,
1062,"31","SR 1670 (GEER ST)","E OF US 15-501 BUS S MAGNUM ST","3100094",2017,4271,4300,0,4840,4800,"CB","9025",9025,9025,4800,,
1061,"31","US 15-501 BUS (ROXBORO ST","S OF US 70 BUS/NC 98","3100003",2017,9157,9200,0,10376,10000,"CB","9018",9018,9018,10000,,
1060,"31","MAIN ST","W OF US 15-501 BUS N","3100013",2017,4949,4900,0,5608,5600,"CB","9015",9015,9015,5600,,
1059,"31","SR 2295","S OF LAKEWOOD AVE","3100074",2017,4874,4900,0,5523,5500,"CB","9013",9013,9013,5500,,
1058,"31","US 15-501 BUS N (ROXBORO","S OF MOREHEAD AVE","3100072",2017,7084,7100,0,8027,8000,"CB","9012",9012,9012,8000,,
1057,"31","US 15-501 BUS","E OF MANGUM ST","3100075",2017,10742,11000,0,12172,12000,"CB","9011",9011,9011,12000,,
1056,"31","SR 1445 (DUKE ST)","N OF US 70 BUS","3100173",2017,10241,10000,0,11605,12000,"CB","9003",9003,9003,12000,,
1055,"31","US 70 BUS (MAIN ST)","E OF SR 1445","3100172",2017,6804,6800,0,7710,7700,"CB","9002",9002,9002,7700,,
1054,"31","US 70 BUS","E OF DUKE ST","3109424",2017,3995,4000,0,4066,4100,"CB","8998",8998,8998,4100,,
1053,"31","CLUB BLVD","E OF GREGSON ST","3109416",2017,11648,12000,0,13199,13000,"CB","8993",8993,8993,13000,,
1052,"DURHAM","US-501","N OF RUBY ST","17-14914",,,,,,45000,,,8990,8990,45000,3,
1051,"31","US 501 BYP (DUKE ST)","N OF LORAIN AVE","3100325",2017,36841,37000,0,41746,42000,"CB","8988",8988,8988,42000,,
1050,"31","US 501 BYP (DUKE ST)","N OF MURRAY AVE","3100326",2017,36201,36000,0,41021,41000,"CB","8987",8987,8987,41000,,
1049,"31","SR 1407 (CARVER ST)","W of US 501 BYP","3100321",2017,9992,10000,0,10170,10000,"CB","8985",8985,8985,10000,,
1048,"31","US 501","N OF SR 1628","3100625",2017,16873,17000,0,17174,17000,"CB","8982",8982,8982,17000,,
1047,"DURHAM","US-70","West of Angier Ave","17-14885",,,,,,47000,,,8969,8969,47000,,
1045,"31","US 70","E OF SR 2095","3100703",2017,32465,32000,0,36788,37000,"CB","8962",8962,8962,37000,,
1044,"31","SR 1636","N OF SR 1671","3100370",2017,1971,2000,0,2006,2000,"GF","8940",8940,8940,2000,,
1043,"31","SR 1675","E OF SR 1636","3100371",2017,4069,4100,0,4141,4100,"GF","8939",8939,8939,4100,,
1042,"31","SR 1413","S OF SR 1404","3103414",2017,3011,3000,0,3065,3100,"CB","8933",8933,8933,3100,,
1041,"31","NC 751","E OF SR 1307","3100249",2017,12619,13000,0,14299,14000,"CB","8927",8927,8927,14000,,
1040,"31","NC 751","W OF SR 1307","3100265",2017,4896,4900,0,5548,5500,"CB","8926",8926,8926,5500,,
1039,"31","SR 1306","S OF SR 1308","3100258",2017,11300,11000,0,11501,12000,"CB","8923",8923,8923,12000,,
1038,"31","SR 1304","N OF SR 1306","3100254",2017,2983,3000,0,3036,3000,"GF","8913",8913,8913,3000,,
1037,"31","SR 1116","S OF SR 1303","3100250",2017,4654,4700,0,4737,4700,"GF","8910",8910,8910,4700,,
1036,"31","SR 1303","W OF SR 1116","3100248",2017,4451,4500,0,4530,4500,"GF","8909",8909,8909,4500,,
1035,"31","SR 1303 (PICKETT RD)","W OF NC 751","3100143",2017,4206,4200,0,4281,4300,"GF","8906",8906,8906,4300,,
1034,"31","NC 751","N OF SR 1303","3100478",2017,8206,8200,0,9299,9300,"CB","8905",8905,8905,9300,,
1033,"31","NC 751 (ACADEMY ST)","N OF US 15-501 BUS","3100142",2017,8111,8100,0,9191,9200,"CB","8904",8904,8904,9200,,
1032,"31","PICKETT ST","W OF SR 1127","3100138",2017,1436,1400,0,1462,1500,"CB","8898",8898,8898,1500,,
1031,"31","SR 1127 (CHAPEL HILL RD)","S OF PICKETT RD","3100136",2017,9646,9600,0,10930,11000,"CB","8897",8897,8897,11000,,
1030,"31","SR 1127 (CHAPEL HILL ST)","E OF ANDERSON ST","3100145",2017,7663,7700,0,8683,8700,"CB","8896",8896,8896,8700,,
1029,"31","SR 1322 (BROAD ST)","N OF MARKHAM AVE","3100212",2017,11554,12000,0,11760,12000,"CB","8884",8884,8884,12000,,
1028,"31","SR 1322 (BROAD ST)","N OF PERRY ST","3100213",2017,11781,12000,0,11991,12000,"CB","8883",8883,8883,12000,,
1027,"31","SR 1322 (BROAD ST)","S OF CLUB BLVD","3100211",2017,10433,10000,0,10619,11000,"CB","8879",8879,8879,11000,,
1026,"31","SR 1322 (BROAD ST)","S OF SUNSET AVE","3100210",2017,11314,11000,0,11516,12000,"CB","8875",8875,8875,12000,,
1025,"DURHAM","NC-157","Between I-85 and Woodmont Dr.","17-14872",,,,,,33000,,,8872,8872,33000,,
1024,"31","SR 1407 (CARVER ST)","W OF NC 157","3100315",2017,11563,12000,0,11769,12000,"CB","8868",8868,8868,12000,,
1023,"31","NC 157","N OF OLD RD","3100310",2017,22667,23000,0,23071,23000,"CB","8864",8864,8864,23000,,
1022,"31","SR 1640 (GOODWIN RD)","N OF SR 1639","3100613",2017,1010,1000,0,1028,1000,"GF","8862",8862,8862,1000,,
1021,"31","SR 1640 (GOODWIN RD)","E OF US 501","3100641",2017,2151,2200,0,2189,2200,"GF","8861",8861,8861,2200,,
1020,"31","NC 157","S OF GRADY RD","3100650",2017,18439,18000,0,18767,19000,"CB","8858",8858,8858,19000,,
1019,"31","SR 1451","N OF SR 1449","3100659",2017,1693,1700,0,1723,1700,"GF","8854",8854,8854,1700,,
1018,"31","SR 1451","N OF SR 1453","3100655",2017,1541,1500,0,1568,1600,"GF","8851",8851,8851,1600,,
1017,"31","NC 157","S OF SR 1451","3100669",2017,8491,8500,0,8642,8600,"CB","8850",8850,8850,8600,,
1016,"31","NC 157","S OF SR 1002","3100668",2017,9050,9100,0,9211,9200,"CB","8844",8844,8844,9200,,
1015,"67","SR 1573","N OF SR 1002","6700910",2017,579,580,0,589,590,"CB","8834",8834,8834,590,,
1014,"91","SR 2000 (FALLS OF NEUSE R","N OF SR 2002","9103462",2017,42036,42000,0,42785,43000,"CB","8830",8830,8830,43000,,
1013,"91","SR 2000","N OF SR 2001","9100850",2017,12413,12000,0,12634,13000,"CB","8828",8828,8828,13000,,
1011,"91","SR 1909","E OF SR 1907","9104583",2017,1445,1400,0,1471,1500,"GF","8817",8817,8817,1500,,
1010,"91","SR 1907","N OF SR 1909","9104578",2017,5825,5800,0,5929,5900,"CB","8811",8811,8811,5900,,
1009,"91","SR 1901","W OF SR 1907","9104579",2017,1940,1900,0,1975,2000,"GF","8809",8809,8809,2000,,
1008,"91","SR 1907","N OF NC 98","9109001",2017,3657,3700,0,3722,3700,"CB","8799",8799,8799,3700,,
1007,"91","SR 1005","S OF SR 1847","9102841",2017,6892,6900,0,7015,7000,"CB","8793",8793,8793,7000,,
1006,"WAKE","SR-1005","Six Forks Rd. just south of Trotters Ridge Dr.","17-13105",,,,,,9700,,,8781,8781,9700,,
1005,"91","SR 1844 (MT VERNON CH RD)","S OF SR 4449","9100654",2017,3810,3800,0,3878,3900,"GF","8770",8770,8770,3900,,
1004,"91","SR 1831 (OLD CREEDMOOR RD","N OF SR 5600","9100653",2017,2771,2800,0,2820,2800,"GF","8768",8768,8768,2800,,
1003,"91","SR 1829","W OF SR 1822","9100827",2017,12072,12000,0,12287,12000,"CB","8761",8761,8761,12000,,
1002,"DURHAM","I-85","Between Exit 186 and Exit 183","17-10717",,,,,,48000,,,8678,8678,24000,,
1001,"31","I-85","FROM EXIT 182 TO EXIT 183","3100598",2017,49757,50000,0,49049,49000,"CB","8677",8677,8677,24500,,
1000,"31","I-85","FROM EXIT 177 TO EXIT 178","3100342",2017,97724,98000,0,104140,104000,"CB","8664",8664,8664,52000,,
999,"31","I-85","FROM EXIT 176 TO EXIT 177","3100196",2017,99686,100000,0,106231,106000,"CB","3629",8659,8659,53000,,
998,"31","I-85","FROM EXIT 175 TO EXIT 176","3100197",2017,98445,98000,0,104908,105000,"CB","8656",8656,8656,52500,,
997,"31","I-85","FROM EXIT 174A TO EXIT 175","3100200",2017,104495,104000,0,111355,111000,"CB","3638",8652,8652,55500,,
996,"31","I-85","FROM EXIT 174B TO EXIT 174A","3100202",2017,107317,107000,0,114363,114000,"CB","3641",8649,8649,57000,,
995,"31","I-85","FROM EXIT 173 TO EXIT 174B","3100291",2017,41523,42000,0,44249,44000,"CB","8648",8648,8648,22000,,
994,"91","SR 3007 (HILLSBOROUGH ST)","E OF ROYAL ST","9100195",2017,19149,19000,0,21699,22000,"CB","8643",8643,8643,22000,,
993,"91","GLASCOCK ST","E OF SR 2026","9109628",2017,2304,2300,0,2345,2300,"CB","8640",8640,8640,2300,,
992,"91","ST MARYS ST","S OF JOHNSON ST","9109623",2017,8151,8200,0,9236,9200,"GF","8637",8637,8637,9200,,
991,"91","W PEACE ST","W OF BOYLAN AVE","9109622",2017,14223,14000,0,16117,16000,"CB","8636",8636,8636,16000,,
990,"91","ST MARYS ST","N OF SR 1728","9109619",2017,6848,6800,0,7760,7800,"GF","8634",8634,8634,7800,,
989,"WAKE","SR-1321","S SR 1417","17-03514",,,,,,7800,,,8632,8632,7800,6,
988,"91","SR 1321 (AVENT FERRY RD)","W OF ATHENS DR","9100081",2017,8585,8600,0,9728,9700,"CB","8628",8628,8628,9700,,
987,"WAKE","SR-1348","Between I-40 and Lineberry Rd.","17-03517",,,,,,10000,,,8621,8621,10000,,
986,"91","SR 2015 (DIXIE FOREST RD)","W OF SR 2012 LITCHFORD RD","9100299",2017,8779,8800,0,8935,8900,"GF","8617",8617,8617,8900,,
985,"91","ATLANTIC AVE","S OF SR 2015 DIXIE FOREST RD","9100943",2017,26380,26000,0,26850,27000,"CB","8615",8615,8615,27000,,
984,"91","ROCK QUARRY RD","S OF LENOIR ST","9100389",2017,10338,10000,0,11714,12000,"CB","8613",8613,8613,12000,,
983,"91","SR 2596 (LENOIR ST)","W OF US 70-401 S/NC 50 DAWSON ST","9100328",2017,1935,1900,0,2193,2200,"CB","8611",8611,8611,2200,,
982,"91","US 70-401 (DAWSON ST)","N OF LANE ST","9100345",2017,25043,25000,0,28377,28000,"CB","8609",8609,8609,28000,,
981,"91","US 70-401 S","S OF SR 4687 SOUTH ST","9100859",2017,22283,22000,0,22680,23000,"CB","8608",8608,8608,23000,,
980,"91","US 70-401 (DAWSON ST)","N OF HARGETT ST","9100589",2017,24562,25000,0,24999,25000,"CB","8607",8607,8607,25000,,
979,"91","SR 1637","N OF SR 1635","9100804",2017,9720,9700,0,9893,9900,"GF","8594",8594,8594,9900,,
978,"WAKE","SR-3015","SW OF I-40","17-02562",,,,,,31000,,,8587,8587,31000,6,
977,"91","SR 1313 (WALNUT ST)","N OF SR 1349 DILLARD DR","9103409",2017,29728,30000,0,30258,30000,"CB","8572",8572,8572,30000,,
976,"91","SR 1313 (WALNUT ST)","W OF BUCK JONES RD","9100058",2017,31056,31000,0,35191,35000,"CB","8567",8567,8567,35000,,
975,"91","SR 1497 (CARY TOWN BLVD)","E OF CONVENTION DR","9100642",2017,19326,19000,0,19670,20000,"CB","8563",8563,8563,20000,,
974,"91","SR 1664 (DURALEIGH RD)","N OF SR 1649","9102213",2017,21413,21000,0,24264,24000,"CB","8562",8562,8562,24000,,
973,"91","SR 1822","S OF PIKE RD","9100456",2017,13038,13000,0,13270,13000,"CB","8556",8556,8556,13000,,
972,"91","SR 1826 (RAY RD)","E OF SR 1822","9100870",2017,4532,4500,0,4613,4600,"GF","8553",8553,8553,4600,,
970,"91","SR 1004","W OF SR 2561","9100115",2017,13367,13000,0,13605,14000,"CB","8542",8542,8542,14000,,
969,"91","SR 2713","N OF LAKESIDE DR","9100139",2017,7131,7100,0,7258,7300,"CB","8541",8541,8541,7300,,
968,"91","LAKESIDE DR","E OF SR 2713","9100140",2017,1130,1100,0,1150,1200,"CB","8540",8540,8540,1200,,
967,"91","LAKESIDE DR","W OF BARBARA DR","9100138",2017,1273,1300,0,1296,1300,"CB","8538",8538,8538,1300,,
966,"91","SR 2710","N OF LAKESIDE DR","9100136",2017,9002,9000,0,9162,9200,"GF","8536",8536,8536,9200,,
965,"91","SR 2710","S OF LAKESIDE DR","9100137",2017,10269,10000,0,10452,10000,"GF","8535",8535,8535,10000,,
964,"91","SR 1004 (GARNER RD)","N OF RUSH ST","9100226",2017,9798,9800,0,9973,10000,"CB","8529",8529,8529,10000,,
963,"91","SR 1004 (GARNER RD)","S OF RUSH ST","9100227",2017,11602,12000,0,11809,12000,"CB","8527",8527,8527,12000,,
962,"91","SR 3007 (MORGAN ST)","E OF SR 3670 BLOUNT ST","9100350",2017,8458,8500,0,9584,9600,"CB","8522",8522,8522,9600,,
961,"91","ATLANTIC AVE","N OF HODGES ST","9100862",2017,26136,26000,0,26602,27000,"CB","8520",8520,8520,27000,,
960,"91","ATLANTIC AVE","N OF SR 2034","9100864",2017,23603,24000,0,24023,24000,"CB","8516",8516,8516,24000,,
959,"91","ATLANTIC AVE","S OF SR 2034","9100863",2017,28577,29000,0,29086,29000,"CB","8514",8514,8514,29000,,
958,"91","SR 2012","N OF GRESHAM LAKE RD","9100501",2017,15995,16000,0,16280,16000,"CB","8509",8509,8509,16000,,
957,"91","SR 2012 (LITCHFORD RD)","E OF SR 2000","9100683",2017,12451,12000,0,12673,13000,"CB","8502",8502,8502,13000,,
956,"91","SR 2000","N OF SR 2006","9100680",2017,37195,37000,0,37858,38000,"CB","8500",8500,8500,38000,,
955,"91","SR 2000","S OF SR 2006","9100679",2017,48072,48000,0,48928,49000,"CB","8497",8497,8497,49000,,
954,"91","SR 2006","E OF SR 2005","9100678",2017,8053,8100,0,8196,8200,"CB","8496",8496,8496,8200,,
953,"91","SR 2006","W OF SR 2005","9100675",2017,6523,6500,0,6639,6600,"CB","8494",8494,8494,6600,,
952,"91","NORTH HILLS DR","S OF NORTHBROOK DR","9100549",2017,5629,5600,0,5729,5700,"CB","8492",8492,8492,5700,,
951,"91","ATLANTIC AVE","N OF WHITAKER MILL RD","9100915",2017,25836,26000,0,26296,26000,"CB","8486",8486,8486,26000,,
950,"91","SR 1728 (WADE AVE)","W OF SR 1733","9100413",2017,34418,34000,0,39001,39000,"GF","8477",8477,8477,39000,,
949,"91","SR 1728 (WADE AVE)","E OF WILLIAMSON DR","9100411",2017,29513,30000,0,33442,33000,"CB","8476",8476,8476,33000,,
948,"91","SR 1733 (OBERLIN RD)","S OF SR 1728 WADE AVE","9100412",2017,17231,17000,0,19525,20000,"CB","8475",8475,8475,20000,,
947,"91","SR 1728","FROM BLUE RIDGE TO I-440","9100006",2017,84402,84000,0,95640,96000,"CB","3683",4408,4408,48000,,
946,"91","SR 1728","FROM EDWARDS MILL TO BLUE RIDGE","9103420",2017,80930,81000,0,91705,92000,"CB","5342",8470,8470,46000,,
945,"91","SR 1822 (MILLBROOK RD)","W OF NORTH HILLS DR","9100510",2017,14695,15000,0,16652,17000,"GF","8460",8460,8460,17000,,
944,"91","NORTH HILLS DR","S OF SR 1822","9100900",2017,6578,6600,0,6695,6700,"CB","8459",8459,8459,6700,,
943,"91","SR 2030 (OLD WAKE FOREST","N OF SR 2018 MILLBROOK RD","9100258",2017,7862,7900,0,8909,8900,"GF","8456",8456,8456,8900,,
942,"91","SR 2030 (OLD WAKE FOREST","N OF CRAFTSMAN DR","9100259",2017,10303,10000,0,11675,12000,"GF","8455",8455,8455,12000,,
941,"91","US 401","W OF SR 2036","9100238",2017,29069,29000,0,32939,33000,"CB","8446",8446,8446,33000,,
940,"91","SR 2036 (NEW HOPE RD)","S OF US 401 LOUISBURG RD","9103459",2017,27316,27000,0,27803,28000,"CB","8445",8445,8445,28000,,
939,"91","SR 2298 (EDENTON ST)","W OF IDLEWILD ST","9100392",2017,8279,8300,0,9381,9400,"CB","8427",8427,8427,9400,,
938,"91","US 70-401 S","S OF SR 3008 EDENTON ST","9100339",2017,22870,23000,0,25915,26000,"CB","8423",8423,8423,26000,,
937,"91","SR 3008 (HILLSBOROUGH ST)","E OF MAYO ST","9100307",2017,12395,12000,0,14045,14000,"CB","8420",8420,8420,14000,,
936,"91","ASHE AVE","S OF HILLSBOROUGH ST","9100481",2017,4193,4200,0,4268,4300,"CB","8417",8417,8417,4300,,
935,"WAKE",,"Between Hillsborough St and Primrose Ave","17-03539",,,,,,2300,,,8413,8413,2300,,
934,"WAKE",,"Between Hillborough St and Primrose Ave","17-03540",,,,,,18000,,,8412,8412,18000,,
